 i = 30 plot[i] = 3
 i = 31 plot[i] = 2
 i = 32 plot[i] = 2
 i = 33 plot[i] = 3
 i = 34 plot[i] = 3
 i = 35 plot[i] = 6
 i = 36 plot[i] = 12
 i = 37 plot[i] = 8
 i = 38 plot[i] = 12
 i = 39 plot[i] = 13
 i = 40 plot[i] = 16
 i = 41 plot[i] = 24
 i = 42 plot[i] = 21
 i = 43 plot[i] = 16
 i = 44 plot[i] = 29
 i = 45 plot[i] = 40
 i = 46 plot[i] = 53
 i = 47 plot[i] = 50
 i = 48 plot[i] = 66
 i = 49 plot[i] = 68
 i = 50 plot[i] = 68
 i = 51 plot[i] = 107
 i = 52 plot[i] = 84
 i = 53 plot[i] = 116
 i = 54 plot[i] = 120
 i = 55 plot[i] = 100
 i = 56 plot[i] = 115
 i = 57 plot[i] = 135
 i = 58 plot[i] = 132
 i = 59 plot[i] = 154
 i = 60 plot[i] = 145
 i = 61 plot[i] = 134
 i = 62 plot[i] = 165
 i = 63 plot[i] = 175
 i = 64 plot[i] = 179
 i = 65 plot[i] = 188
 i = 66 plot[i] = 203
 i = 67 plot[i] = 181
 i = 68 plot[i] = 202
 i = 69 plot[i] = 221
 i = 70 plot[i] = 182
 i = 71 plot[i] = 170
 i = 72 plot[i] = 166
 i = 73 plot[i] = 142
 i = 74 plot[i] = 148
 i = 75 plot[i] = 135
 i = 76 plot[i] = 138
 i = 77 plot[i] = 107
 i = 78 plot[i] = 94
 i = 79 plot[i] = 86
 i = 80 plot[i] = 60
 i = 81 plot[i] = 67
 i = 82 plot[i] = 46
 i = 83 plot[i] = 28
 i = 84 plot[i] = 28
 i = 85 plot[i] = 19
 i = 86 plot[i] = 14
 i = 87 plot[i] = 9
 i = 88 plot[i] = 10
 i = 89 plot[i] = 9
 i = 90 plot[i] = 4
 i = 91 plot[i] = 4
 i = 92 plot[i] = 2
 i = 93 plot[i] = 4
 i = 94 plot[i] = 3
 i = 95 plot[i] = 2
 i = 96 plot[i] = 0
 i = 97 plot[i] = 1
 i = 98 plot[i] = 1
 i = 99 plot[i] = 1
