37 2.161 1196.497559
46 2.426 1196.497559
50 2.803 1196.497559
52 2.909 1196.497559
57 3.457 1196.497559
59 3.539 1196.497559
61 3.678 1196.497559
63 3.684 1196.497559
66 3.742 1196.497559
70 3.921 1196.497559
73 3.989 1196.497559
75 4.383 1196.497559
76 4.515 1196.497559
76 4.515 1196.497559
77 4.534 1196.497559
79 4.810 1196.497559
