 i = 30 plot[i] = 0
 i = 31 plot[i] = 0
 i = 32 plot[i] = 0
 i = 33 plot[i] = 0
 i = 34 plot[i] = 0
 i = 35 plot[i] = 0
 i = 36 plot[i] = 0
 i = 37 plot[i] = 0
 i = 38 plot[i] = 0
 i = 39 plot[i] = 0
 i = 40 plot[i] = 0
 i = 41 plot[i] = 0
 i = 42 plot[i] = 1
 i = 43 plot[i] = 1
 i = 44 plot[i] = 0
 i = 45 plot[i] = 0
 i = 46 plot[i] = 2
 i = 47 plot[i] = 2
 i = 48 plot[i] = 1
 i = 49 plot[i] = 0
 i = 50 plot[i] = 3
 i = 51 plot[i] = 2
 i = 52 plot[i] = 2
 i = 53 plot[i] = 7
 i = 54 plot[i] = 6
 i = 55 plot[i] = 7
 i = 56 plot[i] = 12
 i = 57 plot[i] = 3
 i = 58 plot[i] = 8
 i = 59 plot[i] = 3
 i = 60 plot[i] = 6
 i = 61 plot[i] = 6
 i = 62 plot[i] = 8
 i = 63 plot[i] = 7
 i = 64 plot[i] = 6
 i = 65 plot[i] = 9
 i = 66 plot[i] = 5
 i = 67 plot[i] = 6
 i = 68 plot[i] = 4
 i = 69 plot[i] = 10
 i = 70 plot[i] = 5
 i = 71 plot[i] = 3
 i = 72 plot[i] = 2
 i = 73 plot[i] = 7
 i = 74 plot[i] = 4
 i = 75 plot[i] = 1
 i = 76 plot[i] = 1
 i = 77 plot[i] = 3
 i = 78 plot[i] = 0
 i = 79 plot[i] = 0
 i = 80 plot[i] = 0
 i = 81 plot[i] = 2
 i = 82 plot[i] = 0
 i = 83 plot[i] = 1
 i = 84 plot[i] = 1
 i = 85 plot[i] = 0
 i = 86 plot[i] = 0
 i = 87 plot[i] = 0
 i = 88 plot[i] = 0
 i = 89 plot[i] = 0
 i = 90 plot[i] = 0
 i = 91 plot[i] = 0
 i = 92 plot[i] = 0
 i = 93 plot[i] = 0
 i = 94 plot[i] = 0
 i = 95 plot[i] = 0
 i = 96 plot[i] = 0
 i = 97 plot[i] = 0
 i = 98 plot[i] = 0
 i = 99 plot[i] = 0
