20 bell = 1e+06 tail = 240841 tail/bell = 0.240841
19 bell = 1e+06 tail = 143494 tail/bell = 0.143494
18 bell = 1e+06 tail = 99549 tail/bell = 0.099549
17 bell = 1e+06 tail = 134671 tail/bell = 0.134671
16 bell = 1e+06 tail = 49028 tail/bell = 0.049028
15 bell = 1e+06 tail = 20362 tail/bell = 0.020362
14 bell = 1e+06 tail = 36949 tail/bell = 0.036949
13 bell = 1e+06 tail = 42124 tail/bell = 0.042124
12 bell = 1e+06 tail = 85205 tail/bell = 0.085205
11 bell = 1e+06 tail = 173643 tail/bell = 0.173643
10 bell = 1e+06 tail = 71984 tail/bell = 0.071984
9 bell = 1e+06 tail = 111634 tail/bell = 0.111634
8 bell = 1e+06 tail = 195613 tail/bell = 0.195613
7 bell = 1e+06 tail = 381886 tail/bell = 0.381886
6 bell = 1e+06 tail = 267654 tail/bell = 0.267654
