0 0
1 0
1 2
3 2
3 3
5 3
5 6
9 6
9 9
15 9
15 10
17 10
17 11
19 11
19 12
31 12
31 13
32 13
32 15
37 15
37 24
44 24
44 29
49 29
49 34
53 34
53 35
55 35
55 36
57 36
57 37
63 37
63 38
65 38
65 46
94 46
94 52
95 52
95 54
110 54
110 56
122 56
122 57
125 57
125 58
127 58
127 59
140 59
140 61
142 61
142 62
143 62
143 64
145 64
145 65
150 65
150 66
169 66
169 67
173 67
173 69
179 69
179 70
201 70
201 71
202 71
202 72
241 72
241 73
289 73
289 74
293 74
293 75
301 75
301 76
332 76
332 78
392 78
392 82
464 82
464 86
503 86
503 87
593 87
