71 9.806 188.794785 44.191216 41.245136 47.438099 52.691002
73 9.956 131.376053 40.168255 34.565205 40.105873 45.350636
69 11.800 123.743347 35.065395 30.871027 35.433201 39.580421
80 11.486 112.954681 30.687740 24.561934 30.247692 35.584938
74 10.571 134.343109 33.827850 28.638309 33.832424 38.558987
53 8.016 160.929306 53.655869 51.777882 56.789898 60.967648
42 8.052 113.958496 35.814369 30.059464 34.554077 38.870342
61 8.697 126.429886 43.957512 38.661926 44.263424 49.555466
80 12.719 70.696800 24.598618 17.696314 21.738098 25.904964
78 9.416 208.850388 45.649010 41.800282 47.159698 51.932858
82 9.365 218.607513 45.316402 41.652390 47.577114 52.736881
79 9.503 210.537384 45.745781 42.106159 47.773350 52.724140
50 9.336 355.904205 45.258533 41.358154 46.114212 50.472599
83 11.293 94.938683 25.066498 17.762316 22.103224 26.509886
83 9.195 313.467896 44.096298 40.231079 45.503876 50.202129
37 4.927 113.003021 61.932724 60.353741 65.027153 69.025879
38 4.402 144.695450 67.200829 66.778870 71.535461 75.409027
75 13.509 135.449142 38.424839 34.526592 39.227898 43.389641
55 6.318 219.550995 53.547882 50.449772 56.554420 61.834805
70 10.176 232.991867 47.245823 44.454800 49.405586 53.628475
37 4.941 148.178909 66.936539 66.679207 71.201118 74.868332
50 10.501 342.456787 44.523663 40.912266 45.249054 49.207352
47 9.217 286.521759 45.318661 43.049992 45.272995 47.138424
57 5.926 149.055908 48.782715 45.516125 53.379391 60.038044
70 7.718 216.010925 50.155445 47.081142 52.763256 57.739998
81 9.609 261.217682 43.674103 40.066734 45.720600 50.675961
45 7.121 111.887932 57.048504 55.204037 60.516872 64.911758
53 7.832 219.448196 59.075108 58.145405 62.981808 66.894402
62 8.612 100.786697 46.143898 41.488312 47.544434 53.019081
68 9.319 150.595627 41.074909 37.552177 44.364349 50.111485
78 8.212 244.457275 47.278076 43.387268 48.864651 53.746632
66 8.482 237.524460 48.256634 45.163269 50.876408 55.834583
47 8.362 78.220673 36.962391 32.888775 38.192101 42.892551
73 10.122 152.411850 32.539185 26.216927 32.701973 38.715805
78 9.977 159.227600 34.941742 29.066231 35.488724 41.391994
71 9.431 131.044144 43.539810 39.807583 44.942696 49.508976
78 12.262 176.772003 37.902058 33.812733 38.682877 42.969963
75 9.706 148.780838 34.213150 28.535507 34.740177 40.411831
57 7.879 165.853958 51.449528 48.199356 54.090267 59.174461
82 13.264 155.859833 28.182171 23.182856 26.632696 29.908453
54 6.913 401.480591 56.082180 53.062279 57.296486 61.087559
63 8.768 308.250458 44.597023 40.664452 44.661301 48.293022
70 9.249 179.394012 42.627213 38.679413 43.637852 48.028381
65 8.438 178.376770 48.133850 44.688808 50.245392 55.076256
45 5.019 148.979141 60.563210 58.578449 64.603363 69.648193
54 6.428 404.620422 58.786964 56.163151 61.220318 65.611290
49 6.236 399.989105 60.966156 58.638947 63.129734 67.029762
70 10.451 256.168915 35.070087 30.929090 33.542381 36.037807
38 4.256 110.155457 65.590637 63.898907 68.625008 72.724815
44 7.683 89.779762 53.341129 49.668686 54.240128 58.477577
48 9.634 190.437744 34.606037 29.056473 33.181976 37.218830
83 11.998 179.985092 36.530472 32.503002 36.764526 40.466400
78 12.144 158.956512 34.867424 30.072105 34.633465 38.827564
75 13.164 53.927654 26.281534 19.724110 25.270271 30.560463
68 11.252 69.857964 35.222824 31.056412 35.853092 40.107262
52 8.583 249.110306 39.530769 36.977451 38.277813 39.398373
51 7.921 151.397736 44.059944 39.247105 42.861504 46.424393
85 11.952 109.247276 28.000454 21.408173 27.035759 32.375366
83 12.974 85.276253 27.857605 21.556675 25.866114 30.041302
64 11.539 83.700890 31.161161 25.908089 30.586946 34.926311
47 8.741 248.732773 41.838005 38.615204 41.562473 44.179893
71 10.110 169.949722 39.955620 35.105549 40.272282 44.934547
76 11.217 152.323044 30.549927 24.707335 29.208715 33.583508
65 10.365 96.530174 21.165966 11.477042 17.137346 23.057062
30 5.369 53.736458 55.235081 53.744064 61.369114 67.565178
50 7.400 121.898491 39.669365 33.942158 41.828259 48.915836
47 9.634 51.592834 23.647186 15.683130 20.476112 25.419909
79 10.974 187.358475 36.280655 30.914940 35.970684 40.654476
67 12.080 169.213867 43.243736 40.015015 45.115307 49.527348
73 12.906 137.257843 33.531620 28.494673 32.061615 35.512966
54 6.913 401.480591 56.082180 53.062283 57.296486 61.087551
64 8.412 309.273834 44.627026 40.461918 44.922783 48.988838
70 10.161 118.923531 39.911438 36.055367 41.493313 46.247753
71 10.445 119.279984 41.051090 37.196167 42.697502 47.488586
76 10.280 67.046684 27.499140 19.200230 26.289587 33.094379
48 10.319 155.392960 34.143406 29.862265 33.055645 36.011486
65 10.720 53.842037 35.535633 30.608055 36.668827 42.114990
59 12.320 169.339874 27.181519 20.577757 25.278410 29.845558
77 11.744 120.874939 40.527767 37.950203 42.758396 46.783081
74 10.654 74.680168 27.909325 21.719221 25.662401 29.639843
83 11.058 120.023232 24.846745 16.767410 22.856134 28.797012
61 10.586 56.656982 27.394686 20.298330 26.181688 31.746649
77 12.074 129.213867 26.052118 19.460152 23.943748 28.312456
76 11.960 135.495255 26.797741 20.477926 24.834593 29.056528
71 10.033 83.154213 30.293539 24.047096 29.426493 34.540440
42 7.563 20.242830 35.477303 28.770063 37.256855 44.937336
76 12.940 58.507580 28.270971 22.401831 26.467308 30.370409
29 5.315 5.621700 55.811508 54.381794 61.747852 67.711655
34 6.381 5.521276 49.202713 45.739933 53.288261 59.727318
28 5.299 76.893311 65.998070 64.798164 69.863083 73.978867
57 11.605 69.220566 24.085306 16.720352 20.723911 24.925774
50 9.618 29.075102 31.810625 25.351534 31.258425 36.778927
76 9.145 83.708038 35.209698 29.814030 35.554634 40.812256
70 11.769 65.111824 21.651726 17.215117 20.244963 22.913380
45 7.615 106.621765 51.839493 47.017025 51.811897 56.386509
70 12.408 78.233994 24.747944 17.686838 21.953011 26.263191
60 12.214 27.663557 22.228048 13.662086 17.936329 22.584705
62 9.929 43.999630 36.388634 30.855143 37.281879 43.087757
61 11.398 19.822943 21.025959 10.858762 16.091143 21.827845
50 6.287 143.698120 54.121727 51.510311 57.455345 62.641434
24 4.865 88.473206 62.239273 58.455124 63.296368 67.759727
51 10.314 80.248611 43.206173 38.670586 43.608250 48.129559
70 9.520 84.877174 37.170269 31.572279 36.935661 42.023846
77 10.512 121.876724 37.615234 33.289963 37.833614 41.900810
71 11.310 59.760101 20.117195 12.903508 17.728685 22.397203
83 11.360 73.073631 25.822571 18.105755 24.230450 30.101324
56 10.548 50.458115 40.787231 38.043999 44.062744 49.019962
62 11.604 51.152004 37.337826 34.693913 40.099300 44.532108
58 10.054 186.047424 43.706749 39.168907 43.935703 48.315765
82 12.983 51.736317 23.754168 17.672976 21.767590 25.679264
79 12.049 72.443542 20.613495 13.168491 16.762972 20.570292
61 11.283 74.844345 30.254316 24.519953 29.583485 34.381161
65 8.422 164.060974 39.426891 34.122429 41.250088 47.631947
66 9.992 110.805733 38.558540 33.065350 37.718670 42.166336
76 12.836 47.367775 24.749945 18.219917 22.511755 26.704290
73 11.600 48.706268 26.775642 19.595686 25.573727 31.228098
66 12.511 88.645157 30.193161 23.872509 28.828897 33.574043
35 7.560 16.574522 34.281013 28.060881 34.341255 40.196964
65 8.215 163.883850 39.636284 34.374874 41.599949 48.040859
49 10.284 27.695538 31.530281 25.294363 31.464849 37.116959
58 11.499 75.386215 25.891068 18.855116 23.731279 28.569809
61 11.730 78.489372 25.730228 18.489286 23.819494 29.052940
79 11.727 71.797173 25.621477 18.025354 22.684492 27.411625
26 6.166 182.249634 66.791893 63.758030 66.264122 68.734398
85 10.662 57.148636 28.498705 21.476313 26.290648 31.117966
54 11.445 26.774137 30.426937 23.256079 29.040695 34.606758
69 10.703 132.612839 39.779400 37.195435 42.539040 46.896439
55 11.463 16.319145 21.217663 12.730653 17.508554 22.475874
84 11.898 63.759945 29.674654 23.219904 28.711754 33.930828
75 10.921 108.170570 34.130066 29.717976 34.158619 38.141193
79 12.904 77.224350 25.902544 19.666485 23.686455 27.628691
55 8.714 22.058716 39.407169 33.279419 38.892925 44.353321
65 10.242 121.877724 35.775848 28.928654 33.764408 38.680191
26 4.259 114.448647 68.243965 67.400192 72.826080 77.226242
80 11.902 66.359337 27.436371 21.448143 26.651077 31.432007
26 7.221 23.998083 49.029648 45.664402 51.711166 56.976326
31 9.131 25.513365 41.455956 37.526134 42.647732 47.160973
41 10.778 19.028957 31.962105 26.024265 30.209303 34.350025
81 10.589 27.433514 28.136164 20.249891 26.283070 32.201775
63 9.238 233.781219 37.715710 32.373432 38.754025 44.564964
76 11.636 105.355537 34.362377 30.504934 34.634655 38.269394
61 10.531 67.406212 28.091778 20.987511 26.065018 31.118019
81 12.068 57.144028 21.457001 13.326982 18.397636 23.515934
66 9.992 111.577126 38.273499 32.752331 37.471363 41.980965
71 9.122 113.237572 45.276165 41.607971 47.400536 52.470444
44 8.199 114.916695 34.833652 28.981470 33.234886 37.368179
48 9.845 351.473450 43.252335 39.164322 43.687405 47.857727
53 5.466 219.352203 55.558388 52.734329 59.107178 64.563599
63 6.196 232.563370 54.165195 50.974087 56.629410 61.616615
75 8.285 128.011780 41.610405 36.941269 43.733685 49.814507
73 10.118 131.355759 40.151470 34.575249 40.111992 45.349617
63 9.871 126.713417 42.426235 37.317898 42.692276 47.727924
36 3.964 243.142166 67.189178 68.036644 74.394501 79.196472
70 9.817 233.790421 49.005432 46.144321 50.851784 54.903545
83 10.777 81.613419 33.877491 28.234634 33.915070 39.100529
57 7.974 156.121368 47.325153 43.950329 48.240936 52.055828
71 11.771 123.847702 34.573711 30.115396 34.728680 38.970879
78 11.515 236.592758 40.479961 36.800690 41.453888 45.644741
80 9.410 117.429222 39.680759 35.631077 41.287746 46.272179
34 3.391 134.440109 77.082474 78.680313 82.702621 85.669853
52 7.829 111.115860 37.235256 30.745655 38.263096 45.127354
47 8.282 157.558197 35.861645 29.341558 36.507973 43.116093
80 11.777 108.746887 29.998255 23.636305 29.218786 34.529690
79 9.414 209.072876 45.182510 41.277683 46.593967 51.338356
46 7.768 125.170464 52.818375 50.257397 55.819782 60.529930
50 10.944 343.035828 41.911510 38.344807 42.164116 45.651134
57 9.300 92.689751 46.836693 43.098347 48.749374 53.739723
72 10.213 149.182755 32.371952 26.089439 32.553619 38.525860
65 10.424 228.852097 36.271267 31.193630 35.773548 40.104614
83 9.367 218.829987 44.892696 41.172470 47.045597 52.172447
31 4.955 91.178574 59.026779 57.139866 62.798363 67.619347
50 9.528 357.075806 45.051254 41.233475 45.747681 49.896782
64 9.703 98.047897 44.041431 39.409058 45.332043 50.689346
79 11.841 106.301476 35.755867 31.144251 36.431499 41.211376
65 9.810 229.598206 42.902477 38.684208 43.753727 48.396580
79 9.503 210.537384 45.745796 42.106159 47.773350 52.724144
37 4.670 98.891647 59.764477 58.390888 65.258698 70.829323
55 5.717 147.665863 50.035831 46.981457 54.742504 61.290886
68 9.596 99.432411 42.873386 37.919617 43.990337 49.522865
65 9.810 229.598206 42.902489 38.684208 43.753735 48.396587
80 12.254 176.791687 36.621632 32.447807 37.232906 41.447315
72 9.334 182.458786 41.619514 37.797722 42.802876 47.186905
38 4.538 108.305725 66.807861 65.626213 70.130188 73.950409
71 11.134 126.202377 34.688164 31.365654 36.802563 41.369965
52 7.605 351.251190 54.182442 51.361290 55.519207 59.204441
69 10.375 164.853241 42.306828 38.640240 44.063419 48.773010
75 9.873 146.769623 33.685249 27.938330 33.955353 39.499588
67 8.852 178.811752 46.789108 43.320251 48.716309 53.411102
42 7.261 89.383484 55.404530 52.015892 56.691425 60.972389
52 5.670 406.188599 60.445732 57.958920 63.012451 67.390869
71 10.595 168.738739 39.915401 35.425049 40.563503 45.127777
77 10.377 177.220703 38.876785 33.918373 38.836712 43.339603
51 7.472 149.499435 43.150143 38.639427 46.466473 53.243084
41 6.184 131.117493 47.590054 43.805904 51.548172 58.200012
37 4.224 240.995438 67.486511 67.182442 72.720657 77.155640
83 12.108 153.524704 35.108227 30.759928 34.710033 38.256084
72 10.641 266.062592 33.261726 28.495157 34.347252 39.530251
61 11.768 150.221603 36.573452 32.251312 38.801083 44.475422
