0 0
1 0
1 20
2 20
2 26
3 26
3 29
4 29
4 49
5 49
5 58
6 58
6 65
8 65
8 69
10 69
10 87
13 87
13 89
15 89
15 103
16 103
16 105
18 105
18 107
19 107
19 110
21 110
21 115
24 115
24 119
26 119
26 132
27 132
27 135
30 135
30 138
33 138
33 140
37 140
37 147
41 147
41 148
42 148
42 154
43 154
43 156
44 156
44 160
63 160
63 162
66 162
66 166
67 166
67 168
68 168
68 169
69 169
69 170
71 170
71 174
73 174
73 183
77 183
77 186
100 186
100 188
107 188
107 193
108 193
108 200
109 200
109 207
115 207
115 209
121 209
121 210
130 210
130 212
134 212
134 214
138 214
138 217
148 217
148 218
165 218
165 220
174 220
174 223
176 223
176 226
177 226
177 227
191 227
191 228
192 228
192 229
193 229
