0 0
0 18
1 18
1 21
2 21
2 26
3 26
3 34
6 34
6 37
8 37
8 44
9 44
9 46
10 46
10 49
19 49
19 56
21 56
21 65
22 65
22 71
24 71
24 72
31 72
31 75
32 75
32 89
34 89
34 92
39 92
39 107
41 107
41 108
52 108
52 109
55 109
55 110
60 110
60 112
61 112
61 113
65 113
65 119
69 119
69 122
78 122
78 131
86 131
86 133
88 133
88 141
97 141
97 152
117 152
117 157
124 157
124 158
127 158
127 167
128 167
128 168
137 168
137 180
144 180
144 181
148 181
148 185
159 185
159 189
180 189
180 190
186 190
186 200
202 200
202 203
225 203
225 204
255 204
255 206
307 206
307 209
361 209
361 213
442 213
442 216
