0.548639 2.2 mean-y = 0.765970 z = 4.043883
0.879874 2.2 mean-y = 0.468922 z = 1.977924
0.559553 2.2 mean-y = 0.774824 z = 3.809163
0.797973 2.2 mean-y = 0.456883 z = 2.153713
0.681746 2.2 mean-y = 0.569534 z = 1.728493
