 i = 30 plot[i] = 0
 i = 31 plot[i] = 0
 i = 32 plot[i] = 0
 i = 33 plot[i] = 0
 i = 34 plot[i] = 0
 i = 35 plot[i] = 0
 i = 36 plot[i] = 0
 i = 37 plot[i] = 0
 i = 38 plot[i] = 3
 i = 39 plot[i] = 0
 i = 40 plot[i] = 2
 i = 41 plot[i] = 1
 i = 42 plot[i] = 3
 i = 43 plot[i] = 6
 i = 44 plot[i] = 8
 i = 45 plot[i] = 5
 i = 46 plot[i] = 13
 i = 47 plot[i] = 12
 i = 48 plot[i] = 13
 i = 49 plot[i] = 24
 i = 50 plot[i] = 32
 i = 51 plot[i] = 26
 i = 52 plot[i] = 21
 i = 53 plot[i] = 31
 i = 54 plot[i] = 45
 i = 55 plot[i] = 37
 i = 56 plot[i] = 48
 i = 57 plot[i] = 50
 i = 58 plot[i] = 43
 i = 59 plot[i] = 43
 i = 60 plot[i] = 54
 i = 61 plot[i] = 65
 i = 62 plot[i] = 74
 i = 63 plot[i] = 58
 i = 64 plot[i] = 61
 i = 65 plot[i] = 70
 i = 66 plot[i] = 69
 i = 67 plot[i] = 70
 i = 68 plot[i] = 65
 i = 69 plot[i] = 54
 i = 70 plot[i] = 57
 i = 71 plot[i] = 60
 i = 72 plot[i] = 46
 i = 73 plot[i] = 48
 i = 74 plot[i] = 45
 i = 75 plot[i] = 35
 i = 76 plot[i] = 20
 i = 77 plot[i] = 42
 i = 78 plot[i] = 17
 i = 79 plot[i] = 24
 i = 80 plot[i] = 33
 i = 81 plot[i] = 16
 i = 82 plot[i] = 9
 i = 83 plot[i] = 13
 i = 84 plot[i] = 14
 i = 85 plot[i] = 13
 i = 86 plot[i] = 5
 i = 87 plot[i] = 10
 i = 88 plot[i] = 8
 i = 89 plot[i] = 1
 i = 90 plot[i] = 3
 i = 91 plot[i] = 1
 i = 92 plot[i] = 3
 i = 93 plot[i] = 1
 i = 94 plot[i] = 1
 i = 95 plot[i] = 2
 i = 96 plot[i] = 1
 i = 97 plot[i] = 0
 i = 98 plot[i] = 0
 i = 99 plot[i] = 1
