28 4.042 585.183838
32 4.204 585.183838
35 4.649 585.183838
43 5.349 585.183838
45 5.585 585.183838
47 5.620 585.183838
52 5.906 585.183838
61 6.142 585.183838
67 6.489 585.183838
73 6.703 585.183838
74 6.673 585.183838
75 6.792 585.183838
75 6.792 585.183838
75 6.792 585.183838
76 6.764 585.183838
76 6.764 585.183838
